카테고리리,상품명,번역된 상품명,가격,image_url
ベーカリー,チーズ蒸しケーキ　4個入,"치즈 찐 케이크, 4 조각",203,https://www.lawson.co.jp/recommend/original/detail/img/l779387.jpg
ベーカリー,チョコチュロッキー　4個入,초콜릿 churlocky 4 조각,214円,https://www.lawson.co.jp/recommend/original/detail/img/l781251.jpg
パスタ,ソースたっぷり　カルボナーラ,많은 소스를 곁들인 카르 보나라,599,https://www.lawson.co.jp/recommend/original/detail/img/l763431.jpg
パスタ,ソースたっぷり　ボロネーゼ,소스를 많이 곁들인 볼로냐,599,https://www.lawson.co.jp/recommend/original/detail/img/l763864.jpg
パスタ,こだわりおだし　醤油きのこ,"특수 대시, 간장 버섯",538,https://www.lawson.co.jp/recommend/original/detail/img/l776313.jpg
パスタ,こだわりおだし　桜島どりと九条ねぎ,Specialty Dashi : Sakurajima Rice 및 Kujo Negi,599,https://www.lawson.co.jp/recommend/original/detail/img/l777052.jpg
パスタ,こだわりおだし　北海道産たらこ,Specialty Dashi : Hokkaido-Grown Tarako,497,https://www.lawson.co.jp/recommend/original/detail/img/l776312.jpg
パスタ,特盛明太マヨネーズ,특별한 멘토 마요네즈,697,https://www.lawson.co.jp/recommend/original/detail/img/l776314.jpg
パスタ,ナポリタン,나폴리,497,https://www.lawson.co.jp/recommend/original/detail/img/l748884.jpg
パスタ,大盛ペペロンチーノ,큰 페페 론시 노,697,https://www.lawson.co.jp/recommend/original/detail/img/l720369.jpg
パスタ,大盛ミートソース,큰 부분 고기 소스,646,https://www.lawson.co.jp/recommend/original/detail/img/l720370.jpg
パスタ,大盛醤油にんにく,큰 부분 간장 마늘,697,https://www.lawson.co.jp/recommend/original/detail/img/l763357.jpg
そば・うどん・中華麺,月見とろろそば,Tsukimi Tororo Soba,646円,https://www.lawson.co.jp/recommend/original/detail/img/l781495.jpg
そば・うどん・中華麺,ミニネバネバそば,미니 끈적 끈적한 소바 국수,451円,https://www.lawson.co.jp/recommend/original/detail/img/l781499.jpg
そば・うどん・中華麺,ざるそば,자루 소바,451円,https://www.lawson.co.jp/recommend/original/detail/img/l781494.jpg
そば・うどん・中華麺,大盛ぶっかけそば,Bukkake Soba의 큰 서빙,599円,https://www.lawson.co.jp/recommend/original/detail/img/l781496.jpg
そば・うどん・中華麺,冷しそば＆いなり,차가운 소바 & 잉가,646円,https://www.lawson.co.jp/recommend/original/detail/img/l781497.jpg
そば・うどん・中華麺,おろしぶっかけうどん,강판 Bukkake Udon,497,https://www.lawson.co.jp/recommend/original/detail/img/l755357.jpg
そば・うどん・中華麺,手延べそうめん,손을 뻗은 서머,451,https://www.lawson.co.jp/recommend/original/detail/img/l753805_1.jpg
そば・うどん・中華麺,野菜かき揚げそば,야채 카키 게소,559,https://www.lawson.co.jp/recommend/original/detail/img/l766062.jpg
そば・うどん・中華麺,ミニ冷し中華,미니 차가운 중국어,430,https://www.lawson.co.jp/recommend/original/detail/img/l755361.jpg
そば・うどん・中華麺,冷し中華(醤油),차가운 중국어 (간장),599,https://www.lawson.co.jp/recommend/original/detail/img/l777086.jpg
そば・うどん・中華麺,盛岡風冷麺,모리오카 스타일의 차가운 국수,646,https://www.lawson.co.jp/recommend/original/detail/img/l776249.jpg
そば・うどん・中華麺,満腹濃厚豚ラーメン,완전히 풍부한 돼지 고기라면,745,https://www.lawson.co.jp/recommend/original/detail/img/l769026.jpg
そば・うどん・中華麺,天下一品監修　こってりラーメン,Tenkaichi가 만든 두꺼운라면,697,https://www.lawson.co.jp/recommend/original/detail/img/l770862.jpg
そば・うどん・中華麺,1食分の野菜ちゃんぽん,야채 샴페의 한 식사,559,https://www.lawson.co.jp/recommend/original/detail/img/l763922.jpg
そば・うどん・中華麺,大盛塩焼そば,큰 소금에 절인 튀긴 국수,497,https://www.lawson.co.jp/recommend/original/detail/img/l754099.jpg
そば・うどん・中華麺,大盛ソース焼そば,튀긴 국수의 큰 서빙,497,https://www.lawson.co.jp/recommend/original/detail/img/l753807.jpg
そば・うどん・中華麺,1/2日分の野菜が摂れる　あんかけ焼そば,1/2 일의 야채를 먹을 수있는 튀긴 국수와 야키소바,599,https://www.lawson.co.jp/recommend/original/detail/img/l740227.jpg
そば・うどん・中華麺,1/2日分の野菜が摂れる　焼ビーフン,1/2 일의 야채를 먹을 수있는 구운 쌀 국수,538,https://www.lawson.co.jp/recommend/original/detail/img/l751749.jpg
そば・うどん・中華麺,よくばりセットメシ　冷しちく鶏天うどん＆いなり,회색 세트 식사 : 콜드 치킨 튀김 우동과 이나리,697,https://www.lawson.co.jp/recommend/original/detail/img/l781228.jpg
アイス・フローズン,森半　宇治抹茶ワッフルコ—ン,Morihan Uji Matcha Waffle Kon,343円,https://www.lawson.co.jp/recommend/original/detail/img/l778479.jpg
アイス・フローズン,ウチカフェ　ミルクワッフルコーン,우리 카페 우유 와플 콘,300,https://www.lawson.co.jp/recommend/original/detail/img/l696833.jpg
アイス・フローズン,ウチカフェ　ショコラ＆ミルクワッフルコーン,Uchi Cafe Chocolat & Milk Waffle Cone,322,https://www.lawson.co.jp/recommend/original/detail/img/l720930.jpg
アイス・フローズン,ウチカフェ　リッチミルクバー,우리 카페 리치 밀크 바,192,https://www.lawson.co.jp/recommend/original/detail/img/l754653.jpg
アイス・フローズン,ウチカフェ　リッチミルクバー　マルチ　240ml,Uchicafe Rich Milk Bar Multi 240ml,516,https://www.lawson.co.jp/recommend/original/detail/img/l756747.jpg
アイス・フローズン,Uchi Café　抹茶ラテバー,Uchi Café matcha latte bar,216,https://www.lawson.co.jp/recommend/original/detail/img/l772523.jpg
アイス・フローズン,Uchi Café　日本のフルーツ　福岡県産あまおういちご〜北海道産牛乳仕立て〜,Uchi Café 일본 과일 : 후쿠오카 현의 Amao 딸기 - hokkaido의 우유로 만든 -,257,https://www.lawson.co.jp/recommend/original/detail/img/l769078.jpg
アイス・フローズン,Uchi Café　日本のフルーツ　沖縄県産パイン,"우치 카페 일본 과일, 오키나와의 파인애플",268,https://www.lawson.co.jp/recommend/original/detail/img/l776511.jpg
サラダ,たんぱく質が摂れる　国産鶏むね肉のサラダ,단백질을 제공하는 국내 닭 가슴살 샐러드,497円,https://www.lawson.co.jp/recommend/original/detail/img/l759155.jpg
サラダ,ピリ辛味噌だれで食べる　野菜スティック,매운 된장 소스와 함께 먹는 야채 막대기,289,https://www.lawson.co.jp/recommend/original/detail/img/l746305.jpg
サラダ,玉ねぎサラダ,양파 샐러드,257,https://www.lawson.co.jp/recommend/original/detail/img/l728105.jpg
サラダ,コーンサラダ,옥수수 샐러드,257,https://www.lawson.co.jp/recommend/original/detail/img/l728102.jpg
サラダ,シーチキン®＆コーンサラダ,Sea Chicken® & 옥수수 샐러드,289,https://www.lawson.co.jp/recommend/original/detail/img/l728103.jpg
サラダ,海老とブロッコリーのサラダ,새우와 브로콜리 샐러드,333,https://www.lawson.co.jp/recommend/original/detail/img/l749456.jpg
サラダ,海老といかの明太子サラダ,새우와 오징어 멘타이코 샐러드,333,https://www.lawson.co.jp/recommend/original/detail/img/l762154.jpg
サラダ,黒胡椒香るマカロニサラダ,후추 마카로니 샐러드,289,https://www.lawson.co.jp/recommend/original/detail/img/l726815.jpg
サラダ,コールスローサラダ,대학 슬로 샐러드,257,https://www.lawson.co.jp/recommend/original/detail/img/l763472.jpg
サラダ,たっぷりわかめのチョレギサラダ,Wakame Choregi 샐러드,378円,https://www.lawson.co.jp/recommend/original/detail/img/l704119.jpg
サラダ,蒸し鶏のサラダ,찐 치킨 샐러드,289,https://www.lawson.co.jp/recommend/original/detail/img/l728106.jpg
サラダ,食物繊維が摂れる　豆腐とひじきの和風サラダ,식이 섬유를 가져다주는 두부와 히지키 일본식 샐러드,289,https://www.lawson.co.jp/recommend/original/detail/img/l767538.jpg
サラダ,パリパリ麺のサラダ,바삭한 국수 샐러드,397円,https://www.lawson.co.jp/recommend/original/detail/img/l779615.jpg
サラダ,振っておいしいパスタサラダ　豚しゃぶ,면도 한 돼지 고기 슈바 부와 맛있는 파스타 샐러드,397,https://www.lawson.co.jp/recommend/original/detail/img/l779616.jpg
サラダ,振っておいしいパスタサラダ　トマトバジルチキン,토마토 바질 치킨을 곁들인 맛있는 파스타 샐러드,397,https://www.lawson.co.jp/recommend/original/detail/img/l780817.jpg
サラダ,振っておいしいパスタサラダ　海老明太子,면도 된 새우 멘토 이코가있는 맛있는 파스타 샐러드,397,https://www.lawson.co.jp/recommend/original/detail/img/l779528.jpg
サラダ,振っておいしいフォーサラダ　蒸し鶏,면도 한 찐 닭고기를 곁들인 맛있는 fo 샐러드,397,https://www.lawson.co.jp/recommend/original/detail/img/l780850.jpg
サラダ,振っておいしいラーメンサラダ　ピリ辛チャーシュー,향신료와 매운 숯불 끓인 맛있는라면 샐러드,397,https://www.lawson.co.jp/recommend/original/detail/img/l779613.jpg
サラダ,シーザードレッシング,시저 드레싱,35,https://www.lawson.co.jp/recommend/original/detail/img/l531818.jpg
サラダ,すりおろしオニオンドレッシング,강판 양파 드레싱,35,https://www.lawson.co.jp/recommend/original/detail/img/l531819.jpg
サラダ,ノンオイルドレッシング香味青じそ,향기로운 녹색 참치를 가진 비 석유 드레싱,35,https://www.lawson.co.jp/recommend/original/detail/img/l531820.jpg
サラダ,焙煎胡麻ドレッシング,구운 참깨 드레싱,38,https://www.lawson.co.jp/recommend/original/detail/img/l531821.jpg
サラダ,和風ドレッシング,일본식 드레싱,38,https://www.lawson.co.jp/recommend/original/detail/img/l531822.jpg
サラダ,ごまと香味野菜ドレッシング,참깨와 향기로운 야채 드레싱,38,https://www.lawson.co.jp/recommend/original/detail/img/l531823.jpg
お惣菜,ピリ辛ねぎだれで食べる旨辛たまご,매운 양파 소스를 곁들인 맛있는 매운 계란,333,https://www.lawson.co.jp/recommend/original/detail/img/l775319.jpg
お惣菜,冷たいまま食べるチキン南蛮,치킨 난반은 추위를 먹습니다,333,https://www.lawson.co.jp/recommend/original/detail/img/l777618.jpg
お惣菜,クリームチーズ生ハム巻き,크림 치즈 prosciutto 롤,570,https://www.lawson.co.jp/recommend/original/detail/img/l671099_4.jpg
お惣菜,重慶飯店監修　四川風麻婆豆腐,Sichuan 스타일의 Chongqing Restaurant이 감독했습니다,451,https://www.lawson.co.jp/recommend/original/detail/img/l769380_1.jpg
お惣菜,重慶飯店監修　大海老のチリソース,"Chongqing Restaurant, 대형 새우 칠리 소스 감독",484,https://www.lawson.co.jp/recommend/original/detail/img/l755057.jpg
お惣菜,重慶飯店監修　大海老のマヨソース,"Mayo 소스를 곁들인 Chongqing Restaurant, 대형 새우",484,https://www.lawson.co.jp/recommend/original/detail/img/l694454_1.jpg
お惣菜,重慶飯店監修　黒酢酢豚,Chongqing Restaurant이 감독 한 검은 식초 돼지 고기,441,https://www.lawson.co.jp/recommend/original/detail/img/l748260.jpg
お惣菜,なすび亭監修　豚の角煮,Nasubitei가 감독 한 돼지 고기 뿔,497,https://www.lawson.co.jp/recommend/original/detail/img/l733528.jpg
お惣菜,分とく山監修　鶏のみぞれ煮,Mintokuyama와 함께 끓인 닭고기,441,https://www.lawson.co.jp/recommend/original/detail/img/l733526.jpg
お惣菜,本枯節だし使用　7種具材のおでん,Honduraku Dashi로 만든 7 가지 종류의 재료로 만든 Oden,505,https://www.lawson.co.jp/recommend/original/detail/img/l770838.jpg
お惣菜,肉卸小島監修　牛すじ煮込,"육류 도매 코지마, 쇠고기 힘줄 스튜의 감독",419,https://www.lawson.co.jp/recommend/original/detail/img/l733533.jpg
お惣菜,肉卸小島監修　牛すじカレー,고기 도매 코지마로 감독 한 쇠고기 힘줄 카레,473,https://www.lawson.co.jp/recommend/original/detail/img/l770426.jpg
お惣菜,本格！ビーフカレー,진본인!쇠고기 카레,441,https://www.lawson.co.jp/recommend/original/detail/img/l743343.jpg
お惣菜,濃厚！ビーフシチュー,부자!쇠고기 스튜,484,https://www.lawson.co.jp/recommend/original/detail/img/l743700.jpg
お惣菜,肉厚！ビーフハンバーグ,두꺼운!쇠고기 햄버거,473,https://www.lawson.co.jp/recommend/original/detail/img/l726974.jpg
お惣菜,肉厚！とろけるチーズハンバーグ,두꺼운!녹는 치즈 햄버거,462,https://www.lawson.co.jp/recommend/original/detail/img/l684037_1.jpg
お惣菜,肉厚！和風ハンバーグ,두꺼운!일본 스타일의 햄버거,473,https://www.lawson.co.jp/recommend/original/detail/img/l693018_1.jpg
お惣菜,デミグラスハンバーグ,데미 글라스 햄버거,192,https://www.lawson.co.jp/recommend/original/detail/img/l637701_3.jpg
お惣菜,チーズ入りハンバーグ,치즈로 채워진 햄버거,192,https://www.lawson.co.jp/recommend/original/detail/img/l637702_3.jpg
お惣菜,ミートボール,미트볼,117,https://www.lawson.co.jp/recommend/original/detail/img/l602788_3.jpg
お惣菜,国産鶏と国産豚の黒酢たれ肉団子,국내 닭고기와 국내 돼지 고기를 곁들인 검은 식초 미트볼,289,https://www.lawson.co.jp/recommend/original/detail/img/l637721_3.jpg
お惣菜,酢豚,달콤한 돼지 고기,322,https://www.lawson.co.jp/recommend/original/detail/img/l736623.jpg
お惣菜,鶏の照焼き　直火仕立て,직접 불꽃으로 만든 치킨 테라 야키,343,https://www.lawson.co.jp/recommend/original/detail/img/l764997.jpg
お惣菜,こてっちゃん,KoTTECH,300,https://www.lawson.co.jp/recommend/original/detail/img/l588277_3.jpg
お惣菜,国産もつ煮込み,국내 스튜,354,https://www.lawson.co.jp/recommend/original/detail/img/l755347_1.jpg
お惣菜,牛丼のアタマ,쇠고기 그릇 헤드,430,https://www.lawson.co.jp/recommend/original/detail/img/l767505.jpg
お惣菜,6種具材と国産鶏もも肉の筑前煮,Chikuzen은 6 가지 종류의 재료와 국내 닭 허벅지로 조림했습니다.,408,https://www.lawson.co.jp/recommend/original/detail/img/l671100_3.jpg
お惣菜,豚肉と北海道産男爵の肉じゃが,돼지 고기와 홋카이도 바론의 고기와 감자,333,https://www.lawson.co.jp/recommend/original/detail/img/l686411_4.jpg
お惣菜,牛肉と北海道産男爵の肉じゃが,쇠고기와 홋카이도 바론의 고기와 감자,333,https://www.lawson.co.jp/recommend/original/detail/img/l643080_2.jpg
お惣菜,豚汁,돼지 고기 수프,300,https://www.lawson.co.jp/recommend/original/detail/img/l595894_4.jpg
お惣菜,すき焼き,스키 야키,462,https://www.lawson.co.jp/recommend/original/detail/img/l740916.jpg
お惣菜,キムチチゲ,김치 chigae,462,https://www.lawson.co.jp/recommend/original/detail/img/l735687.jpg
お惣菜,鶏肉のガーリックトマト煮,마늘 토마토 스튜와 닭고기,430,https://www.lawson.co.jp/recommend/original/detail/img/l503545_4.jpg
お惣菜,1食分の野菜が摂れる　チキンのチーズトマト煮,치즈와 토마토를 곁들인 야채 1 인분을 먹을 수 있습니다.,451,https://www.lawson.co.jp/recommend/original/detail/img/l684029_4.jpg
お惣菜,ロールキャベツ,양배추 롤,451,https://www.lawson.co.jp/recommend/original/detail/img/l698593.jpg
お惣菜,煮込みハンバーグ,햄버거를 조림했습니다,441,https://www.lawson.co.jp/recommend/original/detail/img/l729293.jpg
お惣菜,ジャーマンポテト,독일 감자,408,https://www.lawson.co.jp/recommend/original/detail/img/l750697.jpg
お惣菜,1食分の野菜が摂れる　八宝菜,야채 1 인분을 먹을 수있는 8 개의 보물,430,https://www.lawson.co.jp/recommend/original/detail/img/l776349.jpg
お惣菜,6種具材の豆乳鍋,6 가지 유형의 성분을 가진 콩 우유 냄비,430,https://www.lawson.co.jp/recommend/original/detail/img/l769588.jpg
お惣菜,肉豆腐,고기 두부,430,https://www.lawson.co.jp/recommend/original/detail/img/l730327.jpg
お惣菜,豚の生姜焼,구운 돼지 고기,387,https://www.lawson.co.jp/recommend/original/detail/img/l692298.jpg
お惣菜,鶏と根菜の黒酢あん,검은 식초를 곁들인 닭고기와 뿌리,430,https://www.lawson.co.jp/recommend/original/detail/img/l761356.jpg
お惣菜,よだれ鶏,침을 흘리며 닭고기,408,https://www.lawson.co.jp/recommend/original/detail/img/l766797.jpg
お惣菜,あじの南蛮漬け,난반 절인 말 고등어,419,https://www.lawson.co.jp/recommend/original/detail/img/l699619.jpg
お惣菜,イカと里芋の煮物,오징어와 타로 조림,419,https://www.lawson.co.jp/recommend/original/detail/img/l684028_4.jpg
お惣菜,銀鮭の塩焼,소금으로 구운은 연어,430,https://www.lawson.co.jp/recommend/original/detail/img/l643300_4.jpg
お惣菜,縞ほっけの塩焼,줄무늬 Hokke 소금 구이,387,https://www.lawson.co.jp/recommend/original/detail/img/l738218.jpg
お惣菜,さばの塩焼,소금 그릴 고등어,376,https://www.lawson.co.jp/recommend/original/detail/img/l738217.jpg
お惣菜,さばの味噌煮,가난한 고등어,354,https://www.lawson.co.jp/recommend/original/detail/img/l595893_6.jpg
お惣菜,子持ちししゃも,아이들과의 과자,300,https://www.lawson.co.jp/recommend/original/detail/img/l738219.jpg
お惣菜,さばのみぞれ煮,고등어가 끓었다,333,https://www.lawson.co.jp/recommend/original/detail/img/l746758.jpg
お惣菜,皮がなめらか焼餃子,부드러운 피부로 구운 만두,354,https://www.lawson.co.jp/recommend/original/detail/img/l773563.jpg
お惣菜,ジューシーしゅうまい,육즙 슈마이,430,https://www.lawson.co.jp/recommend/original/detail/img/l657703_4.jpg
お惣菜,骨なしスペアリブ,뼈없는 여분의 갈비,397,https://www.lawson.co.jp/recommend/original/detail/img/l772803.jpg
お惣菜,グリルチキン,구운 닭고기,354,https://www.lawson.co.jp/recommend/original/detail/img/l751196.jpg
お惣菜,ガーリック香る砂肝焼,마늘 향이 나는 기저드,322,https://www.lawson.co.jp/recommend/original/detail/img/l599720_3.jpg
お惣菜,鶏軟骨の唐揚げ,프라이드 치킨 연골,333,https://www.lawson.co.jp/recommend/original/detail/img/l612023_3.jpg
お惣菜,焼きつくね〈たれ〉,빵집 (소스),322,https://www.lawson.co.jp/recommend/original/detail/img/l746534.jpg
お惣菜,鶏のねぎ塩焼き,소금에 절인 양파와 구운 닭고기,333,https://www.lawson.co.jp/recommend/original/detail/img/l729023.jpg
お惣菜,直火焼きベーコン,직접 화재 구이 베이컨,343,https://www.lawson.co.jp/recommend/original/detail/img/l736836.jpg
お惣菜,あらびきチョリソー,아라비키 쵸 리조,322,https://www.lawson.co.jp/recommend/original/detail/img/l750314.jpg
お惣菜,あらびきウインナー　スモーク＆バジル,Arabiki Wiener Smoke & Basil,322,https://www.lawson.co.jp/recommend/original/detail/img/l774065.jpg
お惣菜,直火で仕上げた豚トロ焼,돼지 고기 토로는 열린 불꽃 위로 구운 것입니다,343,https://www.lawson.co.jp/recommend/original/detail/img/l757777.jpg
お惣菜,おつまみバラ焼豚,스낵 피망 구이 돼지 고기,387,https://www.lawson.co.jp/recommend/original/detail/img/l776348.jpg
お惣菜,タン焼き＜辛みそ＞,구운 혀 <매운 기계>,322,https://www.lawson.co.jp/recommend/original/detail/img/l753647.jpg
お惣菜,黒胡椒香る　直火焼ハラミ,"후추 향이 나는 향기로운, 직접적인 불 구이 로스트",354,https://www.lawson.co.jp/recommend/original/detail/img/l657710_4.jpg
お惣菜,やさい豆　2個入り,콩 2,203,https://www.lawson.co.jp/recommend/original/detail/img/l588269_4.jpg
お惣菜,黒豆　2個入り,검은 콩 2 조각,203,https://www.lawson.co.jp/recommend/original/detail/img/l588271_4.jpg
お惣菜,5種具材の根菜きんぴら,5 가지 유형의 성분이있는 뿌리 채소,246,https://www.lawson.co.jp/recommend/original/detail/img/l728035.jpg
お惣菜,8種具材の切干大根サラダ,8 가지 유형의 성분을 가진 건조 된 무기 샐러드,268,https://www.lawson.co.jp/recommend/original/detail/img/l728033.jpg
お惣菜,8種具材の豆腐とひじき煮,두부와 8 가지 유형의 재료로 히지키를 조림했습니다,268,https://www.lawson.co.jp/recommend/original/detail/img/l728034.jpg
お惣菜,きんぴらごぼう,Kinpira Burdock,181,https://www.lawson.co.jp/recommend/original/detail/img/l753686.jpg
お惣菜,ごぼうこんにゃく,Burdock과 Konjac,171,https://www.lawson.co.jp/recommend/original/detail/img/l588292_4.jpg
お惣菜,切り干し大根,말린 무기,171,https://www.lawson.co.jp/recommend/original/detail/img/l753681.jpg
お惣菜,ひじき煮,삶은 히지키,181,https://www.lawson.co.jp/recommend/original/detail/img/l753694.jpg
お惣菜,うの花,うの花,171,https://www.lawson.co.jp/recommend/original/detail/img/l753679.jpg
お惣菜,五目白和え,고메 키드,181,https://www.lawson.co.jp/recommend/original/detail/img/l774918.jpg
お惣菜,やさいナムル,쉬운 namul,203,https://www.lawson.co.jp/recommend/original/detail/img/l768743.jpg
お惣菜,たけのこ土佐煮,대나무는 토사에서 조림했다,160,https://www.lawson.co.jp/recommend/original/detail/img/l750908.jpg
お惣菜,太切りメンマ,두꺼운 컷 menma,181,https://www.lawson.co.jp/recommend/original/detail/img/l524878_4.jpg
お惣菜,穂先メンマ,팁 menma,171,https://www.lawson.co.jp/recommend/original/detail/img/l564618_4.jpg
お惣菜,国産じゃがいものポテトサラダ,국내 감자 감자 샐러드,181,https://www.lawson.co.jp/recommend/original/detail/img/l774492.jpg
お惣菜,国産じゃがいものベーコンポテトサラダ,국내 감자 베이컨 감자 샐러드,203,https://www.lawson.co.jp/recommend/original/detail/img/l762496_1.jpg
お惣菜,国産じゃがいもの明太ポテトサラダ,국내 감자 멘타이코 감자 샐러드,203,https://www.lawson.co.jp/recommend/original/detail/img/l688126_3.jpg
お惣菜,国産かぼちゃのサラダ,국내 호박 샐러드,181,https://www.lawson.co.jp/recommend/original/detail/img/l768172.jpg
お惣菜,国産ごぼうのサラダ,국내 Burdock 샐러드,181,https://www.lawson.co.jp/recommend/original/detail/img/l760143.jpg
お惣菜,たまごサラダ,계란 샐러드,181,https://www.lawson.co.jp/recommend/original/detail/img/l757982.jpg
お惣菜,マカロニサラダ,마카로니 샐러드,181,https://www.lawson.co.jp/recommend/original/detail/img/l746278.jpg
お惣菜,春雨サラダ,Vermicelli 샐러드,181,https://www.lawson.co.jp/recommend/original/detail/img/l747220.jpg
お惣菜,食物繊維3.5g　焙煎胡麻風味の根菜サラダ,식이 섬유 3.5g 구운 참깨 맛 뿌리 채소 샐러드,192,https://www.lawson.co.jp/recommend/original/detail/img/l684016_3.jpg
お惣菜,塩ゆで枝豆,소금에 voiled 에다메,192,https://www.lawson.co.jp/recommend/original/detail/img/l533630_4.jpg
お惣菜,冷やっこセット,콜드 세트,181,https://www.lawson.co.jp/recommend/original/detail/img/l588300_3.jpg
お惣菜,海老入り茶碗蒸し,차완은 새우를 썼다,192,https://www.lawson.co.jp/recommend/original/detail/img/l733530.jpg
お惣菜,からむきゆでたまご,껍질을 벗긴 계란,149,https://www.lawson.co.jp/recommend/original/detail/img/l752582_1.jpg
お惣菜,煮たまご,삶은 계란,248,https://www.lawson.co.jp/recommend/original/detail/img/l592982_3.jpg
お惣菜,半熟くんたま,반 굽은 쿤 타마,235,https://www.lawson.co.jp/recommend/original/detail/img/l606899.jpg
お惣菜,切れてる厚焼玉子,두꺼운 튀긴 계란 절단,181,https://www.lawson.co.jp/recommend/original/detail/img/l565156_4.jpg
お惣菜,切れてるだし巻玉子,깨진 계란이 부러졌습니다,181,https://www.lawson.co.jp/recommend/original/detail/img/l565157_4.jpg
スープ,8種具材のポトフ,8 가지 유형의 성분을 가진 포도우-페우,351円,https://www.lawson.co.jp/recommend/original/detail/img/l767535.jpg
スープ,ごま油香るもちもち餃子スープ,참기름을 곁들인 chewy gyoza soup,351円,https://www.lawson.co.jp/recommend/original/detail/img/l768147.jpg
スープ,鶏肉のフォー,치킨 포,351円,https://www.lawson.co.jp/recommend/original/detail/img/l767540.jpg
スープ,おにぎり浅草宿六監修　こだわり味噌の豚汁,"Asakusa Juku Roku가 감독 한 Onigiri, 신중하게 선택된 된장 돼지 고기 수프",351円,https://www.lawson.co.jp/recommend/original/detail/img/l764029_1.jpg
グラタン・ドリア,4種のチーズ使用　海老グラタン,4 가지 종류의 치즈로 만든 새우 gratin,497,https://www.lawson.co.jp/recommend/original/detail/img/l764840.jpg
グラタン・ドリア,博多明太子使用　明太もちチーズグラタン,Hakata Mentaiko와 함께 만든 Mentai Mochi Cheese Gratin,497,https://www.lawson.co.jp/recommend/original/detail/img/l757439.jpg
グラタン・ドリア,北海道生乳使用ゴーダチーズ海老ドリア,홋카이도 생 밀크는 구다 치즈 새우 도리아를 사용했습니다,497,https://www.lawson.co.jp/recommend/original/detail/img/l757438.jpg
お好み焼・たこ焼き・他,1/2日分の野菜が摂れる　明太マヨソースキャベツ包み焼,"멘토 이코 마요네즈 소스에 싸인 구운 양배추, 1/2 일의 야채와 함께",473円,https://www.lawson.co.jp/recommend/original/detail/img/l773662.jpg
お好み焼・たこ焼き・他,屋台風お好み焼　豚玉＆焼そば,"Okonomiyaki, 돼지 공 및 튀긴 국수",538円,https://www.lawson.co.jp/recommend/original/detail/img/l753814.jpg
お好み焼・たこ焼き・他,みっちゃん監修　広島流お好み焼　そば肉玉子,"Mitchan, Hiroshima 스타일 Okonomiyaki, Soba Meat Egg가 감독합니다",630,https://www.lawson.co.jp/recommend/original/detail/img/l744449.jpg
お好み焼・たこ焼き・他,たこ焼(8個入り),타카 요키 (8 개),430,https://www.lawson.co.jp/recommend/original/detail/img/l781114.jpg
揚げ物,からあげクン　レギュラー,카라우지 쿤 규칙,259,https://www.lawson.co.jp/recommend/original/detail/img/l456071_6.jpg
揚げ物,からあげクン　レッド,카라 지 쿤 레드,259,https://www.lawson.co.jp/recommend/original/detail/img/l456069_6.jpg
揚げ物,からあげクン　北海道チーズ,Karaagekun Hokkaido 치즈,259,https://www.lawson.co.jp/recommend/original/detail/img/l456070_6.jpg
揚げ物,からあげクン　さわやかレモン味,Karaagekun- 상쾌한 레몬 맛,259,https://www.lawson.co.jp/recommend/original/detail/img/l734571.jpg
揚げ物,からあげクン　レッド3倍味　BOX(20個入り),Karaagekun Red 3x Box (20 조각),"1,350",https://www.lawson.co.jp/recommend/original/detail/img/l759214_1.jpg
揚げ物,海からクン　フィッシュタルタル味,바다에서 생선 타르타르 맛,259,https://www.lawson.co.jp/recommend/original/detail/img/l756837.jpg
揚げ物,海からクン　エビマヨネーズ味,바다에서 새우 마요네즈 맛,259,https://www.lawson.co.jp/recommend/original/detail/img/l756835.jpg
揚げ物,パリチキ,파리 키,259,https://www.lawson.co.jp/recommend/original/detail/img/l663055.jpg
揚げ物,Ｌチキ　レギュラー,L Chiki Regular,248,https://www.lawson.co.jp/recommend/original/detail/img/l534447_3.jpg
揚げ物,Ｌチキ　レッド,L Chiki Red,259,https://www.lawson.co.jp/recommend/original/detail/img/l534443_3.jpg
揚げ物,Ｌチキバンズ,L 키키 밴드,84円,https://www.lawson.co.jp/recommend/original/detail/img/l781250.jpg
揚げ物,Ｌから　4個,4에서 4,298,https://www.lawson.co.jp/recommend/original/detail/img/l736316.jpg
揚げ物,オフから　しょうゆ,간장에서 간장,260,https://www.lawson.co.jp/recommend/original/detail/img/l756146.jpg
揚げ物,ハッシュドポテト,해시 감자,140,https://www.lawson.co.jp/recommend/original/detail/img/l759228.jpg
揚げ物,ジャンボアメリカンドッグ,점보 아메리칸 개,138,https://www.lawson.co.jp/recommend/original/detail/img/n476174_1.jpg
揚げ物,ジャイアントポークフランク,거대한 돼지 고기 프랭크,208,https://www.lawson.co.jp/recommend/original/detail/img/l577862.jpg
揚げ物,なんこつ入りつくね棒,고기는 코츠를 고수합니다,198,https://www.lawson.co.jp/recommend/original/detail/img/l760099.jpg
揚げ物,タレつくね串　なんこつ入,Nankotsu와 소스 미트볼 꼬치,198,https://www.lawson.co.jp/recommend/original/detail/img/l740137.jpg
揚げ物,スモークチキン串　黒こしょう,"훈제 치킨 꼬치, 후추",214,https://www.lawson.co.jp/recommend/original/detail/img/l754152.jpg
