category_id,category_name,name_ja,name_ko,price,img_url
pasta,スパゲティ・パスタ,コクと旨味が広がる　ボンゴレスープパスタ,풍부함과 풍미가있는 Vongole 수프 파스타,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094856/77451CBC4F400240D5013BD69DC1E1E6.jpg
pasta,スパゲティ・パスタ,ソーセージとベーコンの大盛ペペロンチーノ,소시지와 베이컨 페페 론 시노의 큰 서빙,598円（税込645.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095016/146F4147927D2CE7E90AE6711384558E.jpg
pasta,スパゲティ・パスタ,明太マヨパスタ　かねふく明太子使用,Kanefuku Mentaiko와 함께 Mentai Mayo 파스타,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/093173/7EB4367E87C1D7F2A27F54E330E2CA96.jpg
pasta,スパゲティ・パスタ,冷製パスタ　大葉香る和風明太子,Roe 잎의 향기가있는 차가운 파스타 일본식 멘토 이코,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095596/10EB79FF0BDF978FDAAC34BD3996DC89.jpg
pasta,スパゲティ・パスタ,ツナと大根おろしの和風パスタ,참치와 강판 무기가있는 일본식 파스타,430円（税込464.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095564/DCA683D25E75103B2589F1682C664D56.jpg
pasta,スパゲティ・パスタ,冷製パスタ　海老のトマトクリーム,차가운 파스타 새우 토마토 크림,490円（税込529.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095546/818BC46A9EDFA9680CBBD87E83B3B574.jpg
pasta,スパゲティ・パスタ,冷製パスタ　イカと海老の明太クリーム,오징어와 새우 멘토 크림이있는 차가운 파스타,490円（税込529.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095545/2B6107A5A954851CEBAC495C71D2DBC6.jpg
pasta,スパゲティ・パスタ,とちぎ霧降高原牛使用　牛肉のパスタ,Tochigi Kirifuri Kogen 쇠고기로 만든 쇠고기 파스타,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095504/293BFF1F05212C27575FE24CB691EB1D.jpg
gratin,グラタン・ドリア,濃厚なめらかソースの　海老グラタン,풍부하고 부드러운 소스를 곁들인 새우 gratin,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095045/0865C797E1D4D90A24136851FA19FF05.jpg
gratin,グラタン・ドリア,３種チーズのミートソースドリア,치즈 고기 소스 도리아의 세 종류,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095295/919C11804BE002EEA44EC23C8C12C11C.jpg
gratin,グラタン・ドリア,チーズ香る　濃厚ソースの海老ドリア,치즈 맛이 풍부한 풍부한 소스를 곁들인 도리아,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095289/A6AA21BFB94C48839199066AEE53AC79.jpg
gratin,グラタン・ドリア,チキングラタン,chicking rattan,430円（税込464.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095603/5D16C11399BCD9B6521137233DD91940.jpg
gratin,グラタン・ドリア,３種チーズのマカロニグラタン,세 가지 유형의 치즈를 곁들인 마카로니 그라틴,323円（税込348.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094996/247EEBD8839B7CC3824472DB5F568D1C.jpg
gratin,グラタン・ドリア,とろーりチーズのハンバーグ焼きカレードリア,우유 치즈 구이 햄버거 카레 도리아,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095565/3A39B16CCD3A1BF03616CDBBC7D52B1F.jpg
gratin,グラタン・ドリア,トマトソースのオムライスドリア,토마토 소스를 곁들인 오믈렛 라이스 도리아,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095443/B88D4B9AA6DE0697290D76E863555384.jpg
dailydish,惣菜,アンチョビガーリックポテト,멸치 마늘 감자,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107389/630C4F03401805D3322393A83AB10026.jpg
dailydish,惣菜,豚肉ときくらげのふんわり中華玉子炒め,푹신한 볶은 돼지 고기와 중국 계란을 곁들인 해파리,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101025/97A9BC8F7F854DD11D54A94C644B8A74.jpg
dailydish,惣菜,国産小麦使用ジューシー焼き餃子　５個入り,5로 가득한 국내 밀로 만든 육즙 튀긴 만두,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107187/879C95EEA2A67A5DB56CC90EF1EC094A.jpg
dailydish,惣菜,焼き餃子　６個入り,"구운 만두, 6 조각",298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107186/C73C2E673A1CAB07D5BC155F833F8DC0.jpg
dailydish,惣菜,国産大豆使用　冷奴セット,국내 콩으로 만든 차가운 두부 세트,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107355/3B7ABD34F0037EBF281B7516330E7E19.jpg
dailydish,惣菜,枝豆　沖縄の塩シママース使用,오키나와의 소금에 절인 시마마르에 사용되는 에다 메 마메,198円（税込213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107353/093C7495162BFA8B02D8FA72F57F06C0.jpg
dailydish,惣菜,豚汁,돼지 고기 수프,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104980/705CAFE8E82269EC706946AD9454B92E.jpg
dailydish,惣菜,クラムチャウダー,조개 차우더,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104851/0744A1809644781B335CB9455B59E865.jpg
dailydish,惣菜,豚汁,돼지 고기 수프,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104772/1F329D5DC1412CCEC2BF30001CD8125B.jpg
dailydish,惣菜,１食分の野菜　黄金生姜スープ,야채 1 서빙 : 황금 생강 수프,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104716/C8367CB1861A449FDF4662665CC58B43.jpg
dailydish,惣菜,ゴーヤーチャンプルー,GOYA Champuru,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102686/09ACB80D0B540250CAD7D6473FA68EB6.jpg
dailydish,惣菜,辣子鶏　四川風鶏唐揚げと旨辛野菜炒め,매운 닭고기 - 사천 스타일 프라이드 치킨과 맛있는 매운 야채,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101020/643218AA744C6F4EE259DC7E91536CB4.jpg
dailydish,惣菜,１／２日分の野菜　　ピリ辛水餃子,1/2 일의 야채 - 매운 물 만두,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107265/74CDE9A76C8DBB943BA4CCDA3E48DF89.jpg
dailydish,惣菜,ケイジャンチキン,케이준 치킨,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107196/995D69114D6EA5FF7B57BBD81EE89752.jpg
dailydish,惣菜,和風玉葱ソースのハンバーグ,일본식 양파 소스를 곁들인 햄버거,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106037/F4D2D3B4F4D34C683C09C18C9F42EEF6.jpg
salad,サラダ,彩り野菜のサラダボウル,다채로운 야채 샐러드 그릇,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107414/F769CC6085CFCA1F8BB9D22AEAC6A3B7.jpg
salad,サラダ,わかめとおかかの白子町新玉ねぎサラダ,Wakame과 Bonito와 Shirokomachi의 새로운 양파 샐러드,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107379/E51704C4820F47E9ADCADDD4365746ED.jpg
salad,サラダ,緑黄色野菜がとれるブロッコリーときのこの胡麻和え,녹색과 노란색 야채를 얻을 수있는 브로콜리와 참깨,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107415/E727466BD2D50EB1BB0F084614FBD5AB.jpg
salad,サラダ,冷たいまま食べる　　　ねぎ盛り油淋鶏,차가워진 오일 쌀 치킨을 먹으십시오,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107362/F846E400F0E4D8A6956203DEF5601704.jpg
salad,サラダ,１０種具材のミックスサラダ,10 종류의 성분과 혼합 샐러드,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103091/D9F2C1660D43BA678D80C2665801C0C5.jpg
salad,サラダ,味噌マヨネーズの野菜スティック,된장 마요네즈 야채 막대기,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102517/BB7402BAD1942D4258177DF1E95E3414.jpg
salad,サラダ,ソフトサラミとたまごの彩りサラダ,부드러운 살라미와 계란을 곁들인 다채로운 샐러드,438円（税込473.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107384/DC84E9555E7C20B19506866B2E9A5606.jpg
salad,サラダ,たんぱく質が摂れる鶏むね肉サラダ,단백질 주입 닭 가슴살 샐러드,438円（税込473.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106604/4CC502035BD9058701FB721790FA5309.jpg
salad,サラダ,たんぱく質が摂れる鶏むね肉サラダ,단백질 주입 닭 가슴살 샐러드,438円（税込473.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103037/436D6160452874EE90FC55AAEB1B8B6D.jpg
salad,サラダ,甘辛鶏唐揚げのパスタサラダ,달콤하고 매운 프라이드 치킨 파스타 샐러드,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107313/FA8E16EB831EB95D096E2AFFD4840AFA.jpg
salad,サラダ,豚しゃぶパスタサラダ,돼지 고기 안식일 파스타 샐러드,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107307/F4B6B7455EB29599B48C5133112048D6.jpg
salad,サラダ,グリルチキンのコブサラダ,구운 치킨 콥 샐러드,438円（税込473.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101742/CA13A791F3D481C44D34F90F226415C5.jpg
salad,サラダ,７プレミアム　ポテトサラダ,7 프리미엄 감자 샐러드,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101978/B88959EB7B6B4AA05C0B15A21F35054C.jpg
salad,サラダ,７プレミアム　明太ポテトサラダ,7 프리미엄 멘토 감자 샐러드,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102444/7B233CFA64B446082571C49373530A2C.jpg
salad,サラダ,７プレミアム　ベーコンポテトサラダ,7 프리미엄 베이컨 감자 샐러드,178円（税込192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102428/A6DF172047DED2808B2356E781BEF16C.jpg
salad,サラダ,７プレミアム　マカロニサラダ,7 프리미엄 마카로니 샐러드,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102438/BB19CDA3FA7BD48454BD9AEFB100DCD4.jpg
salad,サラダ,７プレミアム　ごぼうサラダ,7 프리미엄 Burdock 샐러드,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102421/ED3862267545EC7E0A0F4A8BC1BFC8B2.jpg
salad,サラダ,７プレミアム　かぼちゃサラダ,7 프리미엄 호박 샐러드,158円（税込170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107270/9D82C51EEEEA304A2C0107D3A3647308.jpg
salad,サラダ,７プレミアム　大根サラダ,7 프리미엄 무선 샐러드,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250044/91240A32F511A65AC344A307C6842EEC.jpg
salad,サラダ,７プレミアム　レタスサラダ,7 프리미엄 양상추 샐러드,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251185/424C4035BCAFA5BBFCC93BE5BA0FB408.jpg
salad,サラダ,７プレミアム　千切りキャベツ,번역 실패,118円（税込127.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250117/5A079765E80F867BA4578CF130F359BE.jpg
salad,サラダ,７プレミアムコールスロー,7 프리미엄 칼리지 느린,128円（税込138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250289/FEA9B9935001AF4832B2FA13B87CDCC5.jpg
salad,サラダ,７プレミアムパイナップル,번역 실패,208円（税込224.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250836/40914546629A53EBEE7841D00CA49323.jpg
salad,サラダ,７プレミアム皮むきりんご,7 프리미엄 껍질을 벗긴 사과,178円（税込192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250328/088981CE2FF1E9AD88C3776A99A2D34E.jpg
sweets,スイーツ,もっちりお濃茶プリン　宇治抹茶,"질긴, 두꺼운 차 푸딩, 우지 말차",300円（税込324円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/112236/D3AF35AFC885C0D5858A8F7407B06362.jpg
sweets,スイーツ,とろ生チーズケーキ　　宇治抹茶,Toro -Fresh Cheesecake -Uji Matcha,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/114186/336F54AF328939642667A37BA073C5F4.jpg
sweets,スイーツ,７プレミアム　大きなふわふわシフォンケーキ　いちご,7 프리미엄 큰 푹신한 쉬폰 케이크 딸기,198円（税込213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/112125/7BE4F3FC1EEB7B90177E984C4938A2B4.jpg
sweets,スイーツ,とろける杏仁豆腐,녹는 아몬드 두부,190円（税込205.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/112927/2B4B8991D873904B58E38320492DCA0B.jpg
sweets,スイーツ,窯焼きカスタードプリン,가마 구운 커스터드 푸딩,200円（税込216円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/113595/688FEAA0904BB3DE77022C0351C43B4B.jpg
sweets,スイーツ,もちもち食感クレープ　チョコバナナ,번역 실패,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/114126/68BF8B2B33EA5E825B1E3CFF8D0B0395.jpg
sweets,スイーツ,とろもちわらび　宇治抹茶,Toromochi Warabi Uji Matcha,150円（税込162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/113460/7EC4A87F52636757B40A202CC7905922.jpg
sweets,スイーツ,ふわもち生どら焼　　　濃い宇治抹茶クリーム,FLUFFY MOCHI RAW DORAYAKI- 풍부한 UJI Matcha 크림,220円（税込237.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/112225/02282B983B12DD0AB9A35A8D93249DF9.jpg
sweets,スイーツ,宇治抹茶の和パフェ,우지 말차 일본 파르페,300円（税込324円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/113270/75564C94BB949435FD53A0FA0B361F68.jpg
sweets,スイーツ,ごろごろ豆の豆大福,Gorogoro Bean Daifuku,160円（税込172.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/114097/F193FDAB5BBE26C9D5D8BEBE653453E7.jpg
sweets,スイーツ,よもぎ香る草もち,Mugwort 향기 잔디,168円（税込181.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/112846/B369AA4D5BE85B7D9EE3D01623D85AC6.jpg
sweets,スイーツ,北海道産牛乳使用　ミルク味わう牛乳寒天,"hokkaido 우유로 만든 우유, 우유 맛은 아킨입니다",220円（税込237.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/114178/7641B475D8C94A730D3DE7B9C1CFF199.jpg
ice_cream,アイス,明治　エッセルトロピカルミックス,Meiji Essel 열대 믹스,170円（税込183.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450422/2FE4090F42C2AAC98ED96E8DBAF863CA.jpg
ice_cream,アイス,ロッテ　爽　　　　　　バニラ,롯데 수토 바닐라,170円（税込183.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450010/E5D6CE74AB5BD6FF81F88373D99CA8A0.jpg
ice_cream,アイス,井村屋　北海道あずきバー,Imuraya Hokkaido Azuki Bar,150円（税込162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450393/AEB43E25395C6B081DDFBE49F2CBDF07.jpg
ice_cream,アイス,森永製菓　アイスボックス　グレープフルーツ,모리나가 제과 얼음 상자 자몽,130円（税込140.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450461/20EFE4DC897CA1A73902F4AE48CA16E7.jpg
ice_cream,アイス,７プレミアム　プリンアイス,7 프리미엄 푸딩 얼음,288円（税込311.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450433/458B5D57411E2A8DAF5373D96D1184A6.jpg
ice_cream,アイス,７プレミアム　きなこわらび餅　大好きな白くま,7 프리미엄 키나코 Warabi Mochi- 내가 가장 좋아하는 화이트 곰,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450612/628586AA69096E115EEFD22AB026C472.jpg
ice_cream,アイス,７プレミアム　４種のフルーツバーマルチ,7 프리미엄 4 유형의 과일 바 멀티,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450508/71FEDD3E43ACEC1C71D37C2F90CE83D3.jpg
ice_cream,アイス,７プレミアム　　　　　北海道バニラバーマルチ,7 프리미엄 홋카이도 바닐라 바 멀티,218円（税込235.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450657/177F8466F81277CD0E9AE83DF4845BF4.jpg
ice_cream,アイス,７プレミアム　シュガーコーンマルチ,7 프리미엄 설탕 옥수수 멀티,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450552/237EFC51D8F45F16A37C33A99DE1F5B0.jpg
ice_cream,アイス,ハーゲンダッツ　アソートボックス　世界のデザートセレクション,Haagen-Dazs는 모듬 박스 월드 디저트 선택,925円（税込999円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450573/DE3FA178C434C13473F5C9F7DC8C4CC9.jpg
ice_cream,アイス,ハーゲンダッツ　アソートボックスラバーズアソート,Haagen-Dazs는 다양한 상자 애호가를 모르았다,925円（税込999円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450294/E7B8B39EDA41A8140EED476C797D15E8.jpg
ice_cream,アイス,井村屋　いちごボールマルチ３個,Imuraya 딸기 공 멀티,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450159/25DFA5D6882482295378EAF1B07717BE.jpg
hotsnack,揚げ物・フランク・焼き鳥,【盛盛】若鶏のからあげ（むね）２０個,[Massive] 20 어린 닭 프라이드 치킨,"1,120円（税込1,209.60円）",https://img-afd.7api-01.dp1.sej.co.jp/item-image/150524/AB9AB464820837977EACC70A2A467F6E.jpg
hotsnack,揚げ物・フランク・焼き鳥,【盛盛】若鶏のからあげ（もも）２０個,[Massive] 20 젊은 치킨 프라이드 치킨 (허벅지),"1,120円（税込1,209.60円）",https://img-afd.7api-01.dp1.sej.co.jp/item-image/150523/DBF048BCBB026D42D09C21EF09B2ED3C.jpg
hotsnack,揚げ物・フランク・焼き鳥,若鶏のからあげ（もも）５個入り,어린 닭의 복숭아,280円（税込302.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150522/F260E65A1AC7DD4613C851D2EB5C53C0.jpg
hotsnack,揚げ物・フランク・焼き鳥,若鶏のからあげ（むね）５個入り,어린 닭고기 프라이드 치킨 5 개,280円（税込302.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150520/D2CD9B47C7F7722451353EF448C8D929.jpg
hotsnack,揚げ物・フランク・焼き鳥,揚げ鶏,닭 튀김,223円（税込240.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150089/7547AC716779F0175DBBFBD1787863E4.jpg
hotsnack,揚げ物・フランク・焼き鳥,ななチキ,나나 치키,223円（税込240.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150398/29CC9A1A223BAD51290EC23434636138.jpg
hotsnack,揚げ物・フランク・焼き鳥,ＢＩＧポークフランク,큰 돼지 고기 프랭크,184円（税込198.72円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150471/C8876B76F71EE2DAAD75661ADBC1CA9D.jpg
hotsnack,揚げ物・フランク・焼き鳥,ジューシー粗挽きソーセージ,육즙이 많은 굵은 지상 소시지,139円（税込150.12円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150111/5ADBC523C30BFB4ED4A213DC667A1330.jpg
hotsnack,揚げ物・フランク・焼き鳥,炭火焼き鳥（塩）,숯 구이 닭고기 (소금),176円（税込190.08円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150403/515EFDF05FFFBE1F2649DFD3E55F832D.jpg
hotsnack,揚げ物・フランク・焼き鳥,炭火焼き鳥（タレ）,숯 구이 닭고기 (소스),176円（税込190.08円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150399/7F4271A5F47EA0762492D33D9C629247.jpg
hotsnack,揚げ物・フランク・焼き鳥,スパイスチキン,향신료 치킨,223円（税込240.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150071/38903E1189C8A4DBA44C2FC1D1A6F84A.jpg
hotsnack,揚げ物・フランク・焼き鳥,スパイスチキンレッド,스파이스 치킨 레드,232円（税込250.56円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150370/656DBCC09BD07FBBDC68BBAEDCB31FE6.jpg
oden,おでん,おでん　味しみたまご,"오덴, 맛있는 계란",130円（税込140.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120069/2A340A6D04A4A7AB24BD9A21848F8554.jpg
oden,おでん,おでん　味しみ大根,"오덴, 향이 다이콘",112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120037/2380AF8B996B7849A6C96C60C653D483.jpg
oden,おでん,おでん　味しみ大根,"오덴, 향이 다이콘",112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120021/94BA35C963510B213D121723E9D9B332.jpg
oden,おでん,おでん　味しみこんにゃく,오덴 : 맛있는 코니 카쿠,112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120070/00E639D4272FB5648A539A2CD0BAB2ED.jpg
oden,おでん,おでん　味しみ白滝,오덴 맛있는 시라 타키,112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120056/ECA8BA1D440DA1B98705D568EB7A4EDC.jpg
oden,おでん,おでん　味しみ絹厚揚げ,오덴 - 두꺼운 튀긴 실크,112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120113/DA0AD0D499BB6AE2C21C5BA696ED9D40.jpg
oden,おでん,おでん　こだわり焼きちくわ,오덴 - 조심스럽게 구운 치쿠와,112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120035/14B48D6967F00263315F9F531348F857.jpg
oden,おでん,おでん　ウインナー巻,Oden Wiener 롤,121円（税込130.68円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120032/6D76889024181A79A954352B2CF01111.jpg
oden,おでん,おでん　牛もつ串,오덴 쇠고기 꼬치,167円（税込180.36円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120058/0E69ECC434FCB0101F06D95EB606E009.jpg
oden,おでん,おでん　味しみ根菜がんも,"오덴, 맛 및 뿌리 채소 암",112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120038/E6B413AB758093622A7D83162097B287.jpg
oden,おでん,おでん　もっちりたこ天串,오덴 - 질긴 문어 꼬치,181円（税込195.48円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120059/2D350C6B881FC7D5D17C3DC70D059049.jpg
oden,おでん,おでん　牛すじ天串,오덴 쇠고기 튀김 꼬치,181円（税込195.48円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120057/9426807312F2EDE105519C4070F4D692.jpg
oden,おでん,おでん　ふんわりはんぺん,오덴 솜털 한펜,121円（税込130.68円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120150/EDDABB89FC69AD46087897F553DDE6C7.jpg
oden,おでん,おでん　もっちりちくわぶ,오덴,121円（税込130.68円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/120023/95B9DB6838C50141BFC0B6145503EB2D.jpg
chukaman,中華まん,ふんわり×ごろっと　　肉まん,푹신한 x 화려한 고기 빵,149円（税込160.92円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150417/04041547D24BE7EB84D255FE11A8E181.jpg
chukaman,中華まん,もちもち×ずっしり　　大入り豚まん,질긴 돼지 - 큰 돼지 고기 빵,223円（税込240.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150423/1B503EE8D1BDE3A4E8E5FCEBFF79C75B.jpg
chukaman,中華まん,ふわふわ×とろっと濃厚ごまあんまん,푹신한 x 두껍고 풍부한 참깨 페이스트,139円（税込150.12円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150419/C765C37B053FABF6FC59FA6A77404176.jpg
chukaman,中華まん,もちふわ×とろ～り　　ピザまん,푹신한 x 멜티 피자 롤빵,149円（税込160.92円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150418/7A2069DF56954355B737BD028D373DD0.jpg
frozen_foods,冷凍食品,７プレミアム　炭火焼やげん軟骨,7 프리미엄 숯 구이 야겐 연골,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410176/BB746CEF97648B24E47159B7F5F8C33D.jpg
frozen_foods,冷凍食品,７プレミアム　極上炒飯,7 프리미엄 최고의 볶음밥,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410333/DD6ED0C624B0BA9C235717535DE9B4AD.jpg
frozen_foods,冷凍食品,７プレミアム　炒飯（袋）,7 프리미엄 볶음밥 (가방),138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410351/ED0F51196022A990D2B1AF4275EE9EF2.jpg
frozen_foods,冷凍食品,７プレミアム　焼おにぎり,7 프리미엄 구운 쌀 공,168円（税込181.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410004/1FB9E22934D91367FA6AAF815AD68C7C.jpg
frozen_foods,冷凍食品,ザ★チャーハン（カップ）,★ 볶음밥 (컵),278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410076/17FD0900E04738A9B452AA70EE0B56D4.jpg
frozen_foods,冷凍食品,７プレミアム　すみれチャーハン,7 프리미엄 세미르 볶음밥,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410302/4A834076DCB5BDD10DFA7F92B7B6BCFE.jpg
frozen_foods,冷凍食品,完熟マンゴー,잘 익은 망고,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410461/2030E1CCB6A40A4419D1456FBF6C14DA.jpg
frozen_foods,冷凍食品,７プレミアム　　　　　柑橘ミックス,7 프리미엄 감귤 믹스,248円（税込267.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410458/ADF2CD37FA19B70362E6B0470FEC4EA9.jpg
frozen_foods,冷凍食品,７プレミアム　塩ゆで枝豆,7 프리미엄 소금 삶은 에다메,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410304/8C026E74FA4B93ABB0DFF93281E4EA15.jpg
frozen_foods,冷凍食品,７プレミアム　ブロッコリー,7 프리미엄 브로콜리,198円（税込213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410265/D29ED38F200A0AC3931F4E8DA48911FF.jpg
frozen_foods,冷凍食品,７プレミアム　ブルーベリー,7 프리미엄 블루 베리,248円（税込267.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410326/5F652D70326232A7C8868CC55EB9CE03.jpg
