restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,usage_scenes,waiting,service,wifi_available,phone_number,video,ic_card_payment,private,remarks,reservation,child_friendly,power_supply_available,instagram,twitter,foreign_language_support,dress_code,pet_friendly,additional_equipment,인근 시설
たけ美,타케미,https://retty.me/area/PRE13/ARE13/SUB704/100000039778/,03-3495-4748,이자카야 카포/작은 식당 해산물/해산물 일본 요리 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:45
저녁 식사 18:00-23:00 L.O. 22:30
[토양]
저녁 식사 18:00-22:30 L.O. 22:00","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
우리는 12/31에서 1/5로 문을 닫습니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-3-4-104 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (260m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (890m)
JR Yamanote Line / Gotanda Station 17 분 도보 (1.4km)","없음
근처 (할인 없음) 사용 가능","16 석
(12 개의 카운터 좌석, 4-6 테이블)",예,"연기 분리
(흡연은 점심 시간에 허용되지 않습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.takeout-bento.com/,,,,"우리는 야채 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","술, 쇼카, 와인, 칵테일","점심으로 점심만한 연회/음주 파티 성인을위한 개인 실 혼자서 성인을위한 사적인 방 혼인 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000039778/archive/1698283-5ed7810cbe4b2.jpg,,"예
최대 20 명까지 임대 할 수 있습니다","테이블 시트 만 5% 서비스 요금으로 청구됩니다.
10 세 이상의 어린이는 저녁 식사 시간이 필요하므로 이해하십시오.",사용 가능한 예약,,,https://www.instagram.com/meguro_takemi/,https://x.com/takemi_meguro_,,없음,,,
とんかつ 八千代,Tonkatsu Yachiyo,https://retty.me/area/PRE13/ARE13/SUB704/100000023956/,03-3711-2935,"돼지 고기 커틀, 식사 세트, 햄버거","[Sun, 화요일, 금요일, 토요일]
 11:30-14:00
 17:00-21:00",매주 월요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"3-8-1 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tokyu Meguro Line / Fudomae Station에서 도보로 5 분 거리 (390m)
JR Yamanote Line / Meguro 역에서 도보 10 분 (800m)
도쿄 메 구로 라인 / 무사시-코야마 역 14 분 (1.1km)",,"23 석
(7 개의 카운터 좌석, 16 개의 자리 자리)",예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"점심, 솔로, 저녁 식사, 쌀, 흡연",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/17684399.jpg,,,,,,,,,,,,,
なんちち食堂,난치 치 식당,https://retty.me/area/PRE13/ARE13/SUB704/100000005615/,03-5435-5520,오키나와 요리 튀김 해산물과 해산물 현지 요리,"[월요일 ~ 목요일]
점심 11:30-15:30 L.O. 15:00
저녁 식사 17:00-24:00 L.O. 23:00
[금요일/휴가 전]
점심 11:30-16:00 L.O. 14:30
저녁 식사 17:00-29:00 L.O. 28:30
[태양, 토요일, 휴일]
 11:30-25:00 L.O. 24:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,,"2F Meguro Daiichi 건물, 1-5-19 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 5 분 (360m)
Tokyu Meguro Line / Fudomae Station에서 도보 13 분 (990m)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",,60 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"점심, 연회 및 음주 파티, 싱글은 괜찮아요
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/17835521.jpg,,,,,,,,,,,,,
てんや目黒店,Tenya Meguro 매장,https://retty.me/area/PRE13/ARE13/SUB704/100000103829/,03-3280-1708,튀김,"[월요일부터 금요일까지]
 11:00-23:00 L.O. 22:40
[태양, 토요일, 휴일]
 11:00-22:00 L.O. 21:40",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,PayPay,"2-16-4 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 1 분 (61m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 14 분 도보 (1.1km)","없음
근처 (할인 없음) 사용 가능",33 석,예,"불가능합니다
(모든 좌석은 금연합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.tenya.co.jp/shop/tokyo/shinagawa/meguro.html,,,,,"맥주, 사케, 쇼치","점심, 연회 및 음주 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 술 마시기, 주차, 저녁 식사, 쌀, 금연, 지불금 지불 가능
다른 사용 장면을 참조하십시오",활발한 상점,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3026577.jpg,,,,,,,,,,,,,
サンマルクカフェ 目黒西口店,세인트 마크 카페 메 구로 웨스트 출구 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000712002/,03-5719-0309,카페 베이커리 테이크 아웃,"[태양, 월요일부터 금요일, 토요일]
 7:00-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,PayPay,"San Ferista Meguro, 2-27-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (55m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (920m)
JR Yamanote Line / Gotanda Station 16 분 도보 (1.2km)",,,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,점심 브런치 아침 식사 저녁 흡연 허용 야간 카페 급여 지불 지불 가능,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/19482790.jpg,,,,,,,,,,,,,
目黒のさんま 菜の花,메 구로의 슈타리 강간 꽃,https://retty.me/area/PRE13/ARE13/SUB704/100000005032/,03-3491-0323,Izakaya Obanzai Sashimi 해산물 및 해산물,"[월요일부터 금요일, 토요일, 휴일 전]
 11:30-14:00 L.O. 13:50
[월요일부터 금요일까지, 휴일 전]
 17:00-24:00 L.O. 23:20
[토양]
 17:00-23:00 L.O. 22:20",매주 일요일과 공휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 4,000 엔","Amex
JCB",PayPay,"1F Kiku Building, 1-1-15 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (140m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (900m)
JR Yamanote Line / Gotanda Station 16 분 도보 (1.3km)",,27 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://sanma.main.jp/,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 음료수, 저녁 식사, 쌀, 흡연, 급여 지불 제공, 바삭 바삭한 연말 파티, 바삭 바삭한, 새해 파티
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24468718.jpg,,,,,,,,,,,,,
たけ美,타케미,https://retty.me/area/PRE13/ARE13/SUB704/100000039778/,03-3495-4748,이자카야 카포/작은 식당 해산물/해산물 일본 요리 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:45
저녁 식사 18:00-23:00 L.O. 22:30
[토양]
저녁 식사 18:00-22:30 L.O. 22:00","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
우리는 12/31에서 1/5로 문을 닫습니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-3-4-104 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (260m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (890m)
JR Yamanote Line / Gotanda Station 17 분 도보 (1.4km)","없음
근처 (할인 없음) 사용 가능","16 석
(12 개의 카운터 좌석, 4-6 테이블)",예,"연기 분리
(흡연은 점심 시간에 허용되지 않습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.takeout-bento.com/,,,,"우리는 야채 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","술, 쇼카, 와인, 칵테일","점심으로 점심만한 연회/음주 파티 성인을위한 개인 실 혼자서 성인을위한 사적인 방 혼인 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000039778/archive/1698283-5ed7810cbe4b2.jpg,,"예
최대 20 명까지 임대 할 수 있습니다","테이블 시트 만 5% 서비스 요금으로 청구됩니다.
10 세 이상의 어린이는 저녁 식사 시간이 필요하므로 이해하십시오.",사용 가능한 예약,,,https://www.instagram.com/meguro_takemi/,https://x.com/takemi_meguro_,,없음,,,
新潟酒バル 吹溜,Niigata Sake Bar Fukitamame,https://retty.me/area/PRE13/ARE13/SUB704/100001419169/,03-6417-4379,이자카야 소바 (소바) 해산물과 해산물 바,"[월요일부터 금요일과 토요일]
 18:00-23:30
[월요일부터 금요일까지]
 23:30-2:00","매주 일요일
우리는 월요일, 공휴일에 문을 닫습니다.

정상적인 사업
[월요일 ~ 토요일] 18 : 00 ~
바 시간 & 늦은 밤 소바
[Mon-Fri] 23 : 30 ~","점심:-
저녁 식사 : ~ 4,000 엔",Amex,PayPay,"2F, San Ferista Meguro, 2 층, Kamiosaki 2-27-1, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (65m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (940m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",,14 석,"예
(카운터에는 4 개의 좌석이 있습니다.)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/fukidamari.meguro/,,,,,"솔로 성인을위한 연회 및 음주 파티 OK FELOWELL FERCING 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술을 마시면서 술을 마시는 세련된 저녁 식사 저녁 식사를 마시지 않아
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001419169/archive/446418-5b151841c1e5f.jpg,,,,,,,,,,,,,
こだるま,나는 특별하다,https://retty.me/area/PRE13/ARE13/SUB704/100000105795/,03-3719-1868,이자카야 야키토리 꼬치,"[하루 종일]
 17:30-23:00",,"점심:-
저녁 식사 : ~ 1,000 엔",,,"4-21-16 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 도요코 라인 / 유텐지 스테이션 13 분 도보 (1.0km)
도쿄 메트로 히비 야 라인 / 나카 메 구로 스테이션 15 분 도보 (1.2km)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,,"저녁 식사, 맛있고 저렴한 레스토랑은 비 흡연합니다",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/19816847.jpg,,,,,,,,,,,,,
焼鳥・鍋 炭トマ,야키토리/핫팟 숯 토마,https://retty.me/area/PRE13/ARE13/SUB704/100001575034/,03-6417-3538,이자카야 야키토리 핫팟 바 천연 식품,"[월요일부터 금요일까지]
저녁 식사 17:00-28:00 L.O. 27:00
[토양]
저녁 식사 15:00-28:00 L.O. 27:00
[일요일과 휴일]
저녁 식사 15 : 00-23 : 30 L.O. 22:00",불규칙한 휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Hokuto Meguro Building 1f, 2-17-3 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (140m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)
도쿄 메트로 Namboku 라인 / 시로 카네이이 역 15 분 (1.2km)",없음,"32 석
(4 개의 카운터 좌석, 28-30 테이블 시트 개인 실 : 문을 닫은 반 개인 객실은 4 명 이상을 위해 문의하십시오.)","예
(4 석)","불가능합니다
완전히 흡연이 허용됩니다
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
(흡연 허용. 모든 좌석은 열린 곳에서 자정까지 만 담배가 가열됩니다. 모든 좌석은 자정 이후에 담배를 피 웁니다 (유형에 관계없이))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,"4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.","4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink 및 3 시간 이상 동안의 싱글 링크가 포함 된 코스가 있습니다.",야채 요리에 중점을 둔 채식 메뉴를 사용할 수 있습니다.,"술, 쇼치, 와인","싱글 링크 파티 싱글을위한 개인 방은 싱글을위한 개인 실
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001575034/archive/2318035-607008f4b7e20.jpg,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명",,사용 가능한 예약,"불가능합니다
알레르기 음식을 사용할 수 있습니다",예 (무료),,,,,불가능합니다,,
ブラボーチキン,브라보 치킨,https://retty.me/area/PRE13/ARE13/SUB704/100000737753/,070-6484-2080,이자카야 카라 지,"[Sun, 월요일, 수요일, 금요일, 토요일, 휴일 전 및 휴일 전]
 17:00-23:00",매주 화요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"3-1-2 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro Station 14 분 도보 (1.1km)
JR Yamanote Line / Ebisu Station 15 분 도보 (1.2km)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 16 분 (1.2km)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,싱글 OK 세련된 저녁 식사 저녁 식사 맛/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/15324775.jpg,,,,,,,,https://x.com/bravo_chicken,,,,,
鳥繁,Torishige,https://retty.me/area/PRE13/ARE13/SUB704/100000010952/,03-3760-3060,이자카야 야키토리 쌀 그릇,"[tue-fri/전 휴일 전]
저녁 식사 17 : 30-24 : 00 L.O. 23:00
[태양, 토요일, 휴일]
저녁 식사 17:00-24:00 L.O. 23:00",매주 월요일,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔",비자,PayPay,"4-11-16 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메 구로 라인 / 무사시-코야마 역 15 분 (1.2km)
도쿄 메 구로 라인 / 푸 도마 스테이션 16 분 도보 (1.2km)
JR Yamanote Line / Meguro Station 17 분 도보 (1.4km)",,25 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"저녁 식사, 금연, 급여 지불 지불 가능",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32565613.jpg,,,,,,,,,,,,,
二軒目,두 번째 집,https://retty.me/area/PRE13/ARE13/SUB704/100000103640/,03-3779-2888,이자카야 야채 야키토리,"[월요일부터 금요일까지]
 17:00-23:00 L.O. 22:30",,"점심:-
저녁 식사 : ~ 3,000 엔",,,"2-27-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (62m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (950m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",,,,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,,"연회 및 음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 저녁 식사 저녁 식사를 마실 수 있습니다. 맛있는 식당/저렴한 레스토랑 흡연 허용 shochu는 술에 취할 수 있습니다
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8865100.jpg,,,,,,,,,,,,,
釜炊バル 食堂 酒嚢飯袋,카마-시 바 레스토랑 Sake Rice Bag,https://retty.me/area/PRE13/ARE13/SUB704/100000766810/,03-6417-4221,이자카야 해산물 쌀 그릇 사시미 시라수 쌀 그릇 쌀 그릇 야키소바 훈제 해산물/해산물,"[월요일부터 금요일까지, 휴일 전]
점심 12:00-14:00
저녁 18 : 00-23 : 00
[토양]
저녁 식사 17:00-23:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex",PayPay,"2F Megroad Building, 2-26-5 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (90m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (930m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",,"16 석
(4 대의 카운터, 4 명을위한 2 개의 테이블, 2 명을위한 2 개의 테이블)","예
(약 5 명이 카운터 자체로 갈 수있는 것처럼 보이지만, 많은 고객이 테이블에 앉아 있으면 의자가 테이블로 바뀌는 것처럼 보입니다.)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/pages/kamamebaru-dining hall-sake 라이스 백/518107328208967,,,,,"점심, 솔로, 음료수, 음료 와인, 세련된, 저녁 식사, 맛있는 레스토랑, 저렴한 레스토랑, 비 흡연, 세련된 점심, PayPay Paylains availy
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27118724.jpg,,,,,,,,,,,,,
釣船茶屋 ざうお 目黒店,낚시 보트 Chaya Zao Meguro 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000766045/,03-6417-9588,이자카야 사샤 시미 해산물과 해산물,"[월요일부터 금요일까지, 휴일 전, 휴일 전]
 17:00-23:00 L.O. 22:00
[태양/토요일]
 11:30-23:00 L.O. 22:00","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : ~ 5,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"San Ferista Meguro 5F, 2-27-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Yamanote Line / Meguro 역에서 1 분 도보 (66m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (950m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",없음,250 석,없음,"예
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",https://www.zauo.com/,,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 2 시간 동안 all-you-can-drink, 3 시간 이상 동안 싱글 링크",,"술, 쇼치, 와인","점심 모든 란드 링크 연회/음주 파티 개인 방 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 흡연 허용 생일
다른 사용 장면을 참조하십시오",활발한 상점,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000766045/archive/1160711-5d92a3dfa1e15.jpg,,,,사용 가능한 예약,,,,,,,,,
洋食居酒屋 日実子,서부 이자카야 히미코,https://retty.me/area/PRE13/ARE13/SUB704/100001383588/,03-6431-8989,이자카야 햄버거,"[월요일부터 금요일까지]
 11:00-14:00
[월요일부터 금요일과 토요일]
 17:00-23:00","매주 일요일과 공휴일
공휴일 전날","점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"ISHII 건물, 4-32-15 Nishigotanda, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tokyu Meguro Line / Fudomae Station에서 도보로 1 분 (35m)
JR Yamanote Line / Meguro 역에서 도보로 11 분 (810m)
JR Yamanote Line / Gotanda Station 13 분 도보 (1.0km)",,21 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"점심, 연회 및 음주 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 저녁 식사, 맛있는 레스토랑, 저렴한 레스토랑, 금연
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/19569150.jpg,,,,,,,,,,,,,
朝挽き鶏 炭火串焼き 牡丹,아침 닭고기 구운 숯 꼬치 모란,https://retty.me/area/PRE13/ARE13/SUB704/100001408661/,03-3779-7878,이자카야 야키토리 테이크 아웃,"[월요일, 수요일부터 금요일까지]
저녁 식사 15:00-22:00 L.O. 21:30
[태양, 토요일, 휴일]
저녁 식사 12:00-22:00 L.O. 21:30
팔리 자마자 끝납니다
마감 시간은 하루에 따라 다를 수 있습니다
*바쁜 시간이 발생하면 2 시간 안에 마지막 주문을 요청할 수 있습니다.
이해해 주셔서 감사합니다.","매주 화요일
새해 휴일 (확인하십시오)","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"5-12-7 Nishigotanda, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메 구로 라인 / 푸 도마 역에서 도보 2 분 (87m)
JR Yamanote Line / Meguro 역에서 12 분 거리 (920m)
JR Yamanote Line / Gotanda Station 14 분 도보 (1.1km)",없음,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/botan.fudoumae/,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.",한 시간 반 동안 당신이 다루는 것,우리는 고기 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인","점심으로 점심만한 연회와 음주 파티 싱글 싱글 싱글 파티 연말 파티 새해 파티 술 마시는 와인을 마시는 와인을 마시는 것은 개인 저녁 식사가 될 수 있습니다.
다른 사용 장면을 참조하십시오","천장이 높습니다
차분한 분위기
골목을 향합니다",테이크 아웃 가능성,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001408661/archive/2113955-5fbf4123d8f7d.jpg,"Suica, Quicpay","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명",PayPay Melpay,사용 가능한 예약,"예
유아, 유치원 어린이, 초등학생을 환영합니다",,,,,,"불가능합니다
상점 밖에서 사용할 수 있습니다",,
