restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,instagram,twitter,usage_scenes,child_friendly,wifi_available,phone_number,video,qr_code_payment,drinking_specialties,waiting,dress_code,remarks,ic_card_payment,private,facebook,lecture,available_drinks,cooking_specialties,reservation,service,power_supply_available,foreign_language_support,pet_friendly,additional_equipment,쇼핑 직무 정보,온라인 예약,beer_maker
銀座イタリー亭,진 자 이탈리아 테이,https://retty.me/area/PRE13/ARE2/SUB201/100000028172/,050-5262-0502,이탈리아 음식 파스타 피자,"[하루 종일]
점심 11:30-15:30 L.O. 15:00
[월요일부터 금요일까지]
저녁 식사 17:00-22:30 L.O. 21:30
[태양, 토요일, 휴일]
저녁 식사 17:00-22:00 L.O. 21:00","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","1-6-8 Ginza, Chuo-Ku, 도쿄 2nd Kamiichi 건물
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 1 분 (42m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 6 분 거리 (410m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (420m)",없음,"85 석
(1 층과 2 층의 2 층)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://ginzaitalytei.foodre.jp/
http://www.ginza-alyteytei.co.jp",,https://x.com/ginzaitaly,"저녁, 데이트, 세련된 점심, 세련된 점심, 크리스마스 저녁 식사, 연말 파티, 점심 데이트, 여자 밤, 와인, 새해 파티, 환영 파티, 점심 음료
다른 사용 장면을 참조하십시오",예,예,03-3564-2371,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000028172/archive/1943816-5f81a059eadc5.jpg,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,평상복,,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명",https://www.facebook.com/g.itytei,"5,000 ~ 5,999 엔 코스로 제공됩니다","5,000 엔 이상에 대한 all-you-can-drink를 이용할 수 있으며 3 시간 넘게 만약을 만날 수 있습니다.","주인 요리사, 매장 내 준비",사용 가능한 예약,"축하 가능성
테이크 아웃 가능성
배송 가능",불가능합니다,,불가능합니다,,,,
マジックレストラン＆バー GIOIA 銀座店,Magic Restaurant & Bar Gioia Ginza 지점,https://retty.me/area/PRE13/ARE2/SUB201/100001523418/,03-6263-8894,이탈리아 식당 바 와인 바,"[하루 종일]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-23:00 L.O. 22:00
·봐라. 마시는 22:30","하루 종일 개점
· 새해 연말 연시","점심 : ~ 5,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","8F, Ginza 8-2-16 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (280m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 6 분 (410m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (420m)",예,"84 석
(・ 80 테이블 ・ 1 개인 실 ・ 4 좌석)",,"불가능합니다
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명","https://fundes.jp/ginza/
https://ginza-gioia.owst.jp/",,,"점심 싱글 링크 연회/음주 파티 개인 객실 약혼 저녁 식사 싱글 엔터테인먼트 엔터테인먼트 엔터테인먼트 성인 숨겨진 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 식사
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001523418/archive/183962-5f5597385f2a2.jpg,PayPay,,,,,,,,,,,,,,,,즐거움을 이용할 수 있습니다,,,
鮨 くろ川,스시 쿠로가와,https://retty.me/area/PRE13/ARE2/SUB201/100000804635/,033-575-9655,초밥,"[월요일부터 금요일과 토요일]
점심 11:30-13:00
저녁 18 : 00-23 : 00","매주 일요일과 공휴일
∎ 마감 시간은 그 날에 따라 다를 수 있습니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 15,000 엔",JCB,"화이트 빌딩 B1F, 8-5-25 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (380m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (410m)",,7 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 저녁 식사, 저녁 식사, 금연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/7900854.jpg,,,,,,,,,,,,,,,,,,,,
鮨 竜介,초밥 Ryusuke,https://retty.me/area/PRE13/ARE2/SUB201/100001238533/,03-3572-1530,초밥,"[월요일부터 금요일과 토요일]
저녁 식사 17 : 30-23 : 00 L.O. 21:30",매주 일요일과 공휴일,"점심 : ~ 15,000 엔
저녁 식사 : ~ 30,000 엔",Amex,"Ginza Dai-4 Kanai Building B1, 7-3-13 Ginza, Chuo-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (330m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 거리 (340m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (380m)",,7 석,"예
(7 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"약혼 저녁 식사 파티, 솔로 환영, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 비소",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001238533/archive/2016386-5f914aae7b7ce.png,,,,,・ 카드는 밤에만 사용할 수 있습니다,,,,,,,,,,,,,,,
鮨 冨味,초밥 토미미,https://retty.me/area/PRE13/ARE2/SUB201/100001722167/,03-6263-9190,초밥 해산물과 해산물 일본 요리,"12 : 00-15 : 00 (13:30에 마지막 항목)
17 : 00-23 : 00 (21:00에 마지막 항목)",,"점심 : ~ 15,000 엔
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
JCB","Suzuryu Building 2F, 8-7-19 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (210m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)",,28 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명",https://gj5c200.gorp.jp/,,,"어린이, 개인 실, 비영리, 세련된 개인 실, 개인 실, 엔터테인먼트와 함께 즐거운 개인 실",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35748159.jpg,,,차분한 분위기,,,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (좌석) : 15 명
최대 28 명까지 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (독점 식사) 15 명
최대 28 명이 예약 할 수 있습니다 (스탠드 스탠딩 식사)",,,,,사용 가능한 예약,,,,,,,,
すし善 銀座店,Sushizen Ginza 상점,https://retty.me/area/PRE13/ARE2/SUB201/100000745070/,03-3569-0068,초밥 사시미,"[월요일부터 금요일과 토요일]
점심 11:00-14:30
저녁 식사 17:00-22:30",매주 일요일,"점심 : ~ 10,000 엔
저녁 식사 : ~ 30,000 엔",Amex,"1st Bardement Floor, Fukuhara Ginza Building, 7-8-10 Ginza, Chuo-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (330m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (370m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (370m)",,22 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://sushizen.co.jp/,,,"점심, 데이트, 연회 및 음주 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된 저녁 식사, 쌀, 비영리, 점심 날짜, 세련된 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/32492204.jpg,,,,,,,,,,,,,,,,,,,,
すし田乾山 銀座松屋店,Sushida Kenzan Ginza Matsuya 매장,https://retty.me/area/PRE13/ARE2/SUB201/100001322793/,03-3563-5055,초밥,"[하루 종일]
 11:00-22:00",하루 종일 개점,"점심 : ~ 5,000 엔
저녁 식사 : ~ 10,000 엔",예,"8f Matsuya Ginza, 3-6-1 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 1 분 (37m)
도쿄 메트로 히비야 라인 / Higashi Ginza 역에서 도보 1 분 (78m)",,62 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://www.sushiden.co.jp/index.html,,,"점심, 저녁 식사, 저녁 식사, 금연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/9754564.jpg,,,,,,,,,,,,,,,,,,,,
野じま,끄덕임,https://retty.me/area/PRE13/ARE2/SUB201/100000705815/,03-6280-6703,초밥,"[월요일부터 금요일과 토요일]
저녁 식사 18:00-22:00 L.O. 22:00",매주 일요일과 공휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 30,000 엔",Amex,"Higashigo Building, 7-3-16 Ginza, Chuo-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (340m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (350m)",,6 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"저녁 식사, 금연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32009347.jpg,,,,,,,,,,,,,,,,,,,,
すし 銀登美,초밥 지토미,https://retty.me/area/PRE13/ARE2/SUB201/100001467726/,03-3571-7646,초밥,,매주 일요일,"점심:-
저녁 식사 : ~ 15,000 엔",Amex,"Chuobayashi Building 1f, 8-7-7 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (230m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (340m)",,30 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,금연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/23750399.jpg,,,,,,,,,,,,,,,,,,,,
すし処きたむら,Sushidokoro,https://retty.me/area/PRE13/ARE2/SUB201/100000080531/,03-3564-3640,초밥 사시미,"[월요일부터 금요일과 토요일]
 11:30-14:00
 17:00-23:00",매주 일요일과 공휴일,"점심 : ~ 4,000 엔
저녁 식사 : ~ 30,000 엔",Amex,"B1F, 4-3-2 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 1 분 (57m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (130m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"점심, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 개인 실,
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5103634.jpg,,,,,,,,,,,,,,,,,,,,
鮨処 寺下,Sushidokoro Terashita,https://retty.me/area/PRE13/ARE2/SUB201/100001325592/,03-6253-7338,초밥 일본 음식,"[하루 종일]
 17:00-22:00",매주 일요일,"점심:-
저녁 식사 : ~ 20,000 엔",Amex,"8-7-7 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (220m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (340m)",없음,12 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"연회 및 음주 파티 참여 저녁 식사 파티 싱글 OK Entertainment Farewell 파티를 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술을 마시기 와인 저녁 식사 저녁 식사 비 스모킹
다른 사용 장면을 참조하십시오",,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001325592/archive/922972-5cd8e8c548347.jpg,,일본어를 사용할 수 있습니다,"차분한 분위기
숨는 곳",,"하쿠 힌칸 뒤에 있습니다.
확실하지 않은 경우 전화주세요.",,,,"3,000 엔에서 3,999 엔 코스, 8,000 엔 코스 이상으로 제공됩니다.",,우리는 생선 요리를 전문으로하고 매장 내에서 준비합니다,사용 가능한 예약,휴대품 룸이 있습니다,,,,,,,
銀座 凛 にしむら,Ginza Rin Nishimura,https://retty.me/area/PRE13/ARE2/SUB201/100001384398/,03-3575-5677,스시 이자카야,"[월요일부터 금요일과 토요일]
점심 11:30-14:00
저녁 식사 17:00-22:00",매주 일요일,"점심 : ~ 10,000 엔
저녁 식사 : ~ 60,000 엔",Amex,"토큰 건물 B1, 7-2-8 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (330m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (330m)",,8 석,"예
(카운터에서 6 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해",http://ginza-rin.com/,,,"점심, 개인 실, 약혼 저녁 식사 파티, 독신, 엔터테인먼트, 크리스마스 저녁 식사, 저녁 식사, 저녁 식사, 비영리, 개인 객실 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/26605275.jpg,,,,,,,,,,,,,,,,,,,,
鮨 紀文,초밥 Norifumi,https://retty.me/area/PRE13/ARE2/SUB201/100000519929/,03-3571-4481,초밥 사시미,"[월요일부터 금요일까지]
점심 11:30-14:00
저녁 18 : 00-27 : 00
[토양]
저녁 식사 17:00-22:00",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 15,000 엔",Amex,"Ginza St Building 1f, 8-5-13 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (110m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (260m)",,1 좌석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"점심, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 실, 점심, 세련된 점심, 세련된 개인 객실, 개인 실, 늦은 밤에 문을 엽니 다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/605996.jpg,,,,,,,,https://www.facebook.com/sushi norifumi-33249443684690/,,,,,,,,,,,,
すし小川,스시 오 가와,https://retty.me/area/PRE13/ARE2/SUB201/100000080158/,03-3545-2631,초밥 쌀 그릇,"[월요일부터 금요일과 토요일]
점심 11:30-14:00
저녁 식사 17:30-22:00",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 15,000 엔",Amex,"Onodera Building B1, 3-14-18 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기샤 지인 스테이션에서 도보로 3 분 거리 (220m)
도쿄 메트로 유라 커코 라인 / 신토 미코 (도쿄) 역 (300m)에서 도보로 4 분
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 5 분 (330m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"점심, 개인 실, 약혼 저녁 식사, 싱글 게스트, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 점심, 세련된, 개인 실, 개인 실,
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33648790.jpg,,,,,,,,,,,,,,,,,,,,
すし八左ェ門,스시 야자 몬,https://retty.me/area/PRE13/ARE2/SUB201/100001256797/,03-6274-6087,초밥,"[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 17:00-22:30",매주 일요일과 공휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 20,000 엔",Amex,"Ginza 745 Building 7F, 7-4-5 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (270m)
JR Yamanote Line / Yurakucho Station에서 도보로 5 분 (360m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (360m)",,9 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"저녁 식사, 금연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/6356954.jpg,,,,,,,,,,,,,,,,,,,,
銀座 こびき,진 자 코비키,https://retty.me/area/PRE13/ARE2/SUB201/100000080406/,050-5462-8344,이자카야 해산물과 해산물 요리 일본 음식,"[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
저녁 식사 17:00-22:00 L.O. 21:00","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","6-16-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기시 지노자 역에서 도보로 4 분 (250m)
Tsukiji Market Station (280m)에서 Toei Oedo Line / 도보 4 분
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (380m)","없음
근처 (할인 없음) 사용 가능",65 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상","[공식적인]
https://ginza-kobiki.foodre.jp/",https://www.instagram.com/daishi_k.kobiki3/,,"엔터테인먼트 점심, 저녁 식사, 개인 실, 연회 및 음주 파티, 쌀, 약혼 저녁 식사 파티, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된, 비 흡연, 개인 실, 점심, 세련된 개인 객실, 세련된 개인 실
다른 사용 장면을 참조하십시오",,예,03-3541-6077,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000080406/archive/3600059-681b1a8cab10b.jpg,PayPay,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
골목을 향합니다",없음,,,예,https://www.ac,"8,000 엔 이상의 코스",,"우리는 야채 요리, 생선 요리, 매장 내에서 준비된 것입니다.",사용 가능한 예약,축하 가능성,,,불가능합니다,,,,
銀座 こびき,진 자 코비키,https://retty.me/area/PRE13/ARE2/SUB201/100000080406/,050-5462-8344,이자카야 해산물과 해산물 요리 일본 음식,"[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
저녁 식사 17:00-22:00 L.O. 21:00","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","6-16-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기시 지노자 역에서 도보로 4 분 (250m)
Tsukiji Market Station (280m)에서 Toei Oedo Line / 도보 4 분
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (380m)","없음
근처 (할인 없음) 사용 가능",65 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상","[공식적인]
https://ginza-kobiki.foodre.jp/",https://www.instagram.com/daishi_k.kobiki3/,,"엔터테인먼트 점심, 저녁 식사, 개인 실, 연회 및 음주 파티, 쌀, 약혼 저녁 식사 파티, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된, 비 흡연, 개인 실, 점심, 세련된 개인 객실, 세련된 개인 실
다른 사용 장면을 참조하십시오",,예,03-3541-6077,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000080406/archive/3600059-681b1a8cab10b.jpg,PayPay,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
골목을 향합니다",없음,,,예,https://www.ac,"8,000 엔 이상의 코스",,"우리는 야채 요리, 생선 요리, 매장 내에서 준비된 것입니다.",사용 가능한 예약,축하 가능성,,,불가능합니다,,,,
銀座 こびき,진 자 코비키,https://retty.me/area/PRE13/ARE2/SUB201/100000080406/,050-5462-8344,이자카야 해산물과 해산물 요리 일본 음식,"[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
저녁 식사 17:00-22:00 L.O. 21:00","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","6-16-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기시 지노자 역에서 도보로 4 분 (250m)
Tsukiji Market Station (280m)에서 Toei Oedo Line / 도보 4 분
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (380m)","없음
근처 (할인 없음) 사용 가능",65 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상","[공식적인]
https://ginza-kobiki.foodre.jp/",https://www.instagram.com/daishi_k.kobiki3/,,"엔터테인먼트 점심, 저녁 식사, 개인 실, 연회 및 음주 파티, 쌀, 약혼 저녁 식사 파티, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된, 비 흡연, 개인 실, 점심, 세련된 개인 객실, 세련된 개인 실
다른 사용 장면을 참조하십시오",,예,03-3541-6077,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000080406/archive/3600059-681b1a8cab10b.jpg,PayPay,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
골목을 향합니다",없음,,,예,https://www.ac,"8,000 엔 이상의 코스",,"우리는 야채 요리, 생선 요리, 매장 내에서 준비된 것입니다.",사용 가능한 예약,축하 가능성,,,불가능합니다,,,,
銀座 和郷,진 자와 고,https://retty.me/area/PRE13/ARE2/SUB201/100001524756/,03-3538-6563,카이세키 요리 일본 요리,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
저녁 식사 18:00-23:00 L.O. 21:00","매주 월요일
월요일에 문을 닫고 다른 불규칙한 휴일","점심 : 비즈니스 시간
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB","4-12-1 Ginza, Chuo-Ku, 도쿄, Vort Ginza East II, 10 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (91m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (260m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보 5 분 (340m)",없음,"14 석
(6 개의 카운터 좌석, 개인 실 1 개 (2-4 명))","예
(카운터에서 6 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명",https://ginza-wakyo.com/,,,개인 룸 저녁 식사 라이스 비 흡연,불가능합니다,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001524756/archive/1405726-5e255001dece3.jpeg,,"맥주, 사케, 쇼치, 와인",,,,,불가능합니다,https://www.facebook.com/team.wakyo/,,,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 알레르기, 소유자 및 매장 준비가있는 고객에게 수용 할 수 있습니다.",예약이 필요합니다,소믈리에가 있습니다,,,불가능합니다,,,,
